,订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,年份,月份,商品大类,商品小类
239,D30477,2019-01-02,S22973,北区,山东,威海市,X041,482,212.0,102184.0,2019,1,护肤品,洁面乳
240,D28112,2019-05-03,S20800,北区,山西,太原市,X024,307,235.0,72145.0,2019,5,护肤品,眼霜
241,D24051,2019-03-28,S22035,北区,山东,临沂市,X031,591,86.0,50826.0,2019,3,护肤品,面霜
242,D31780,2019-09-19,S13498,北区,山东,枣庄市,X043,624,186.0,116064.0,2019,9,护肤品,洁面乳
243,D23273,2019-09-30,S17476,东区,湖北,武汉市,X009,220,92.0,20240.0,2019,9,护肤品,面膜
244,D21146,2019-07-28,S13568,东区,江苏,扬州市,X046,1529,241.0,368489.0,2019,7,护肤品,洁面乳
245,D24419,2019-07-10,S15275,北区,河北,张家口市,X051,1281,203.0,260043.0,2019,7,护肤品,爽肤水
246,D22921,2019-08-17,S17936,西区,陕西,宝鸡市,X038,288,102.0,29376.0,2019,8,护肤品,面霜
247,D24539,2019-05-11,S11063,东区,江苏,无锡市,X007,750,213.0,159750.0,2019,5,护肤品,面膜
248,D26616,2019-03-11,S20261,西区,陕西,西安市,X016,581,99.0,57519.0,2019,3,护肤品,面膜
249,D30073,2019-08-30,S22121,南区,广东,珠海市,X077,1219,247.0,301093.0,2019,8,彩妆,口红
250,D25497,2019-09-08,S16237,西区,云南,大理白族自治州,X086,1211,92.0,111412.0,2019,9,彩妆,口红
251,D32876,2019-02-04,S18611,东区,江苏,宿迁市,X051,774,203.0,157122.0,2019,2,护肤品,爽肤水
252,D27749,2019-07-18,S13578,东区,上海,上海市,X108,258,223.0,57534.0,2019,7,彩妆,睫毛膏
253,D24003,2019-04-03,S22706,东区,江苏,南通市,X062,1205,239.0,287995.0,2019,4,护肤品,隔离霜
254,D32800,2019-02-10,S21377,北区,山东,青岛市,X071,1538,253.0,389114.0,2019,2,护肤品,防晒霜
255,D22328,2019-02-15,S13281,南区,湖南,长沙市,X059,898,56.0,50288.0,2019,2,护肤品,隔离霜
256,D23089,2019-09-16,S22680,北区,河北,沧州市,X017,647,213.0,137811.0,2019,9,护肤品,眼霜
257,D23153,2019-07-24,S13200,南区,广西,南宁市,X079,881,128.0,112768.0,2019,7,彩妆,口红
258,D25807,2019-04-18,S13166,北区,山东,威海市,X008,803,119.0,95557.0,2019,4,护肤品,面膜
259,D32822,2019-07-11,S21267,北区,山东,潍坊市,X057,1603,245.0,392735.0,2019,7,护肤品,爽肤水
260,D30779,2019-05-12,S15066,西区,四川,南充市,X040,832,142.0,118144.0,2019,5,护肤品,面霜
261,D31736,2019-07-20,S13643,南区,福建,南平市,X024,900,235.0,211500.0,2019,7,护肤品,眼霜
262,D21725,2019-03-06,S18086,东区,上海,上海市,X022,1041,158.0,164478.0,2019,3,护肤品,眼霜
263,D24265,2019-03-24,S15071,西区,四川,眉山市,X010,622,58.0,36076.0,2019,3,护肤品,面膜
264,D23169,2019-02-19,S21365,南区,湖南,永州市,X016,1026,99.0,101574.0,2019,2,护肤品,面膜
265,D24408,2019-03-26,S11176,南区,福建,泉州市,X020,474,100.0,47400.0,2019,3,护肤品,眼霜
266,D21583,2019-04-29,S13886,东区,湖北,武汉市,X036,307,99.0,30393.0,2019,4,护肤品,面霜
267,D21992,2019-06-27,S16637,东区,江苏,无锡市,X033,1037,177.0,183549.0,2019,6,护肤品,面霜
268,D27494,2019-05-25,S17292,东区,浙江,杭州市,X011,1368,226.0,309168.0,2019,5,护肤品,面膜
269,D30302,2019-06-15,S21521,东区,上海,上海市,X035,1672,76.0,127072.0,2019,6,护肤品,面霜
270,D32942,2019-05-08,S11671,北区,吉林,长春市,X008,539,119.0,64141.0,2019,5,护肤品,面膜
271,D25555,2019-06-01,S16637,东区,江苏,无锡市,X055,1160,222.0,257520.0,2019,6,护肤品,爽肤水
272,D28919,2019-07-04,S16548,南区,江西,南昌市,X058,1080,239.0,258120.0,2019,7,护肤品,爽肤水
273,D21307,2019-04-19,S10226,南区,广东,深圳市,X050,1900,143.0,271700.0,2019,4,护肤品,爽肤水
274,D21211,2019-05-17,S16548,南区,江西,南昌市,X048,1003,61.0,61183.0,2019,5,护肤品,爽肤水
275,D21765,2019-07-06,S20933,东区,江苏,宿迁市,X015,989,151.0,149339.0,2019,7,护肤品,面膜
276,D28451,2019-08-27,S22984,北区,山东,威海市,X023,1122,235.0,263670.0,2019,8,护肤品,眼霜
277,D24544,2019-06-26,S20643,北区,河北,廊坊市,X004,1357,211.0,286327.0,2019,6,护肤品,面膜
278,D25228,2019-05-24,S13886,东区,湖北,武汉市,X088,772,125.0,96500.0,2019,5,彩妆,粉底
279,D31569,2019-07-04,S17063,东区,湖北,武汉市,X004,223,211.0,47053.0,2019,7,护肤品,面膜
280,D29428,2019-06-19,S22326,南区,广东,惠州市,X023,196,235.0,46060.0,2019,6,护肤品,眼霜
281,D33074,2019-08-25,S14732,南区,广东,深圳市,X004,911,211.0,192221.0,2019,8,护肤品,面膜
282,D24980,2019-04-30,S14322,南区,广东,深圳市,X085,955,233.0,222515.0,2019,4,彩妆,口红
283,D24962,2019-04-14,S15840,东区,江苏,宿迁市,X059,746,56.0,41776.0,2019,4,护肤品,隔离霜
284,D23655,2019-08-08,S15535,东区,江苏,南京市,X050,745,143.0,106535.0,2019,8,护肤品,爽肤水
285,D28715,2019-05-22,S16924,南区,广东,汕头市,X079,316,128.0,40448.0,2019,5,彩妆,口红
286,D25845,2019-04-13,S17389,北区,辽宁,沈阳市,X086,742,92.0,68264.0,2019,4,彩妆,口红
287,D21843,2019-04-23,S17207,东区,浙江,杭州市,X025,64,102.0,6528.0,2019,4,护肤品,眼霜
288,D25538,2019-01-21,S14506,北区,河北,秦皇岛市,X014,397,86.0,34142.0,2019,1,护肤品,面膜
289,D31744,2019-08-08,S10859,东区,江苏,南通市,X026,514,101.0,51914.0,2019,8,护肤品,面霜
290,D22165,2019-02-16,S15501,东区,安徽,亳州市,X061,494,203.0,100282.0,2019,2,护肤品,隔离霜
291,D23529,2019-05-30,S11285,东区,江苏,南京市,X038,15,102.0,1530.0,2019,5,护肤品,面霜
292,D21594,2019-02-12,S14421,西区,重庆,重庆市,X024,1619,235.0,380465.0,2019,2,护肤品,眼霜
293,D23422,2019-03-17,S19460,东区,上海,上海市,X027,1199,164.0,196636.0,2019,3,护肤品,面霜
294,D28212,2019-09-12,S21677,北区,山东,临沂市,X075,317,126.0,39942.0,2019,9,护肤品,防晒霜
295,D22005,2019-02-13,S10359,北区,山东,济南市,X059,478,56.0,26768.0,2019,2,护肤品,隔离霜
296,D27623,2019-06-14,S20830,北区,山东,烟台市,X046,1561,241.0,376201.0,2019,6,护肤品,洁面乳
297,D34064,2019-09-27,S18720,西区,贵州,贵阳市,X003,1309,168.0,219912.0,2019,9,护肤品,面膜
298,D28998,2019-03-12,S15014,西区,重庆,重庆市,X026,336,101.0,33936.0,2019,3,护肤品,面霜
299,D23388,2019-01-25,S10016,西区,贵州,遵义市,X036,570,99.0,56430.0,2019,1,护肤品,面霜
300,D22805,2019-05-05,S19514,北区,山西,长治市,X003,1097,168.0,184296.0,2019,5,护肤品,面膜
301,D24496,2019-09-27,S21120,南区,广东,深圳市,X077,741,247.0,183027.0,2019,9,彩妆,口红
302,D24783,2019-02-27,S12418,东区,江苏,苏州市,X044,620,174.0,107880.0,2019,2,护肤品,洁面乳
303,D30316,2019-06-03,S15407,南区,广东,深圳市,X005,655,185.0,121175.0,2019,6,护肤品,面膜
304,D28205,2019-08-06,S11677,南区,江西,新余市,X095,850,107.0,90950.0,2019,8,彩妆,眼影
305,D26934,2019-09-08,S17021,东区,上海,上海市,X059,772,56.0,43232.0,2019,9,护肤品,隔离霜
306,D23684,2019-08-14,S22955,南区,江西,萍乡市,X014,488,86.0,41968.0,2019,8,护肤品,面膜
307,D24493,2019-05-16,S22973,北区,山东,威海市,X045,2145,205.0,439725.0,2019,5,护肤品,洁面乳
308,D21299,2019-04-25,S23119,南区,江西,南昌市,X081,1282,204.0,261528.0,2019,4,彩妆,口红
309,D22519,2019-01-29,S12471,东区,安徽,合肥市,X002,497,141.0,70077.0,2019,1,护肤品,面膜
310,D24540,2019-02-21,S13734,北区,山东,德州市,X003,947,168.0,159096.0,2019,2,护肤品,面膜
311,D24771,2019-06-04,S21531,东区,安徽,合肥市,X023,1084,235.0,254740.0,2019,6,护肤品,眼霜
312,D21855,2019-09-04,S11506,南区,广东,珠海市,X087,1088,86.0,93568.0,2019,9,彩妆,口红
313,D31665,2019-01-09,S18003,南区,福建,泉州市,X018,643,212.0,136316.0,2019,1,护肤品,眼霜
314,D25712,2019-08-28,S13266,东区,安徽,蚌埠市,X070,846,242.0,204732.0,2019,8,护肤品,防晒霜
315,D27090,2019-09-09,S13589,西区,重庆,重庆市,X089,441,104.0,45864.0,2019,9,彩妆,粉底
316,D31245,2019-04-14,S13200,南区,广西,南宁市,X072,1032,62.0,63984.0,2019,4,护肤品,防晒霜
317,D29849,2019-01-03,S10966,南区,湖南,长沙市,X103,1152,202.0,232704.0,2019,1,彩妆,睫毛膏
318,D25718,2019-02-08,S12118,北区,辽宁,本溪市,X015,824,151.0,124424.0,2019,2,护肤品,面膜
319,D25278,2019-08-27,S19890,南区,广东,汕尾市,X046,2114,241.0,509474.0,2019,8,护肤品,洁面乳
320,D27725,2019-02-17,S14357,西区,四川,攀枝花市,X071,752,253.0,190256.0,2019,2,护肤品,防晒霜
321,D24977,2019-04-29,S14453,东区,江苏,无锡市,X021,66,59.0,3894.0,2019,4,护肤品,眼霜
322,D32345,2019-05-17,S22963,东区,湖北,孝感市,X024,401,235.0,94235.0,2019,5,护肤品,眼霜
323,D24351,2019-05-28,S12814,南区,广东,梅州市,X090,721,197.0,142037.0,2019,5,彩妆,粉底
324,D24539,2019-05-11,S11063,东区,江苏,无锡市,X003,1110,168.0,186480.0,2019,5,护肤品,面膜
325,D28952,2019-02-02,S21838,南区,福建,泉州市,X007,1156,213.0,246228.0,2019,2,护肤品,面膜
326,D21079,2019-03-04,S13061,东区,浙江,宁波市,X022,1613,158.0,254854.0,2019,3,护肤品,眼霜
327,D27283,2019-05-25,S13627,南区,广西,北海市,X069,171,251.0,42921.0,2019,5,护肤品,防晒霜
328,D30366,2019-06-03,S12897,北区,山东,青岛市,X049,584,226.0,131984.0,2019,6,护肤品,爽肤水
329,D29030,2019-08-22,S16891,南区,福建,泉州市,X065,1421,140.0,198940.0,2019,8,护肤品,隔离霜
330,D24037,2019-05-29,S17717,南区,广西,崇左市,X088,213,125.0,26625.0,2019,5,彩妆,粉底
331,D30046,2019-06-30,S19759,西区,贵州,黔东南州,X045,808,205.0,165640.0,2019,6,护肤品,洁面乳
332,D21394,2019-01-19,S14775,南区,广东,深圳市,X111,1324,200.0,264800.0,2019,1,彩妆,睫毛膏
333,D29704,2019-01-09,S18351,东区,江苏,南通市,X001,1181,121.0,142901.0,2019,1,护肤品,面膜
334,D27769,2019-06-24,S20293,东区,江苏,南京市,X011,1200,226.0,271200.0,2019,6,护肤品,面膜
335,D26087,2019-05-01,S22660,西区,重庆,重庆市,X025,1406,102.0,143412.0,2019,5,护肤品,眼霜
336,D23807,2019-09-08,S11188,南区,江西,新余市,X023,923,235.0,216905.0,2019,9,护肤品,眼霜
337,D29895,2019-06-15,S16910,北区,北京,北京市,X061,1605,203.0,325815.0,2019,6,护肤品,隔离霜
338,D28104,2019-04-09,S18621,北区,山东,滨州市,X097,1155,56.0,64680.0,2019,4,彩妆,眼影
339,D22146,2019-06-26,S17602,北区,山东,枣庄市,X025,1996,102.0,203592.0,2019,6,护肤品,眼霜
340,D29299,2019-05-19,S20405,北区,山东,青岛市,X069,1212,251.0,304212.0,2019,5,护肤品,防晒霜
341,D24034,2019-03-02,S10859,东区,江苏,南通市,X005,1412,185.0,261220.0,2019,3,护肤品,面膜
342,D24110,2019-07-25,S19641,北区,河北,衡水市,X049,1017,226.0,229842.0,2019,7,护肤品,爽肤水
343,D24797,2019-04-13,S17229,北区,山西,大同市,X065,1277,140.0,178780.0,2019,4,护肤品,隔离霜
344,D26115,2019-09-08,S15631,南区,江西,南昌市,X073,1452,209.0,303468.0,2019,9,护肤品,防晒霜
345,D27525,2019-07-11,S19027,南区,广东,汕头市,X003,212,168.0,35616.0,2019,7,护肤品,面膜
346,D25078,2019-05-05,S16709,南区,福建,泉州市,X004,924,211.0,194964.0,2019,5,护肤品,面膜
347,D27459,2019-09-23,S18189,东区,浙江,嘉兴市,X055,1780,222.0,395160.0,2019,9,护肤品,爽肤水
348,D23263,2019-04-26,S15639,北区,山东,枣庄市,X050,697,143.0,99671.0,2019,4,护肤品,爽肤水
349,D23802,2019-08-23,S22121,南区,广东,珠海市,X052,1289,102.0,131478.0,2019,8,护肤品,爽肤水
350,D25671,2019-02-04,S10271,东区,江苏,苏州市,X077,725,247.0,179075.0,2019,2,彩妆,口红
351,D30024,2019-07-31,S22695,南区,湖南,常德市,X057,470,245.0,115150.0,2019,7,护肤品,爽肤水
352,D22769,2019-06-03,S17046,西区,四川,遂宁市,X048,343,61.0,20923.0,2019,6,护肤品,爽肤水
353,D27326,2019-09-30,S20185,北区,黑龙江,佳木斯市,X078,1057,116.0,122612.0,2019,9,彩妆,口红
354,D31007,2019-07-07,S18020,东区,江苏,南京市,X048,798,61.0,48678.0,2019,7,护肤品,爽肤水
355,D27363,2019-05-13,S13578,东区,上海,上海市,X073,151,209.0,31559.0,2019,5,护肤品,防晒霜
356,D21212,2019-01-08,S21250,北区,北京,北京市,X049,1633,226.0,369058.0,2019,1,护肤品,爽肤水
357,D25304,2019-07-22,S11690,南区,广东,深圳市,X062,772,239.0,184508.0,2019,7,护肤品,隔离霜
358,D23687,2019-06-29,S12848,西区,云南,昆明市,X069,927,251.0,232677.0,2019,6,护肤品,防晒霜
359,D27684,2019-08-08,S10311,西区,重庆,重庆市,X054,1025,83.0,85075.0,2019,8,护肤品,爽肤水
360,D28571,2019-06-20,S21043,北区,天津,天津市,X011,372,226.0,84072.0,2019,6,护肤品,面膜
361,D27985,2019-03-14,S20236,北区,吉林,长春市,X005,604,185.0,111740.0,2019,3,护肤品,面膜
362,D29619,2019-05-19,S20997,西区,重庆,重庆市,X045,195,205.0,39975.0,2019,5,护肤品,洁面乳
363,D26117,2019-08-21,S18819,西区,重庆,重庆市,X002,111,141.0,15651.0,2019,8,护肤品,面膜
364,D30729,2019-09-03,S17559,南区,广东,深圳市,X036,1784,99.0,176616.0,2019,9,护肤品,面霜
365,D26635,2019-08-23,S12871,东区,安徽,安庆市,X110,355,204.0,72420.0,2019,8,彩妆,睫毛膏
366,D26717,2019-09-14,S22072,南区,广东,肇庆市,X075,305,126.0,38430.0,2019,9,护肤品,防晒霜
367,D21375,2019-08-03,S14854,东区,浙江,嘉兴市,X021,598,59.0,35282.0,2019,8,护肤品,眼霜
368,D27384,2019-05-13,S20547,北区,山西,运城市,X005,1551,185.0,286935.0,2019,5,护肤品,面膜
369,D33908,2019-06-09,S17651,南区,广东,佛山市,X030,269,237.0,63753.0,2019,6,护肤品,面霜
370,D23426,2019-07-31,S16284,南区,江西,南昌市,X076,378,115.0,43470.0,2019,7,护肤品,防晒霜
371,D32155,2019-09-22,S13166,北区,山东,威海市,X077,47,247.0,11609.0,2019,9,彩妆,口红
372,D26574,2019-08-14,S20808,西区,陕西,宝鸡市,X001,598,121.0,72358.0,2019,8,护肤品,面膜
373,D24854,2019-03-29,S20654,南区,广西,梧州市,X024,661,235.0,155335.0,2019,3,护肤品,眼霜
374,D28546,2019-08-14,S13083,北区,北京,北京市,X025,711,102.0,72522.0,2019,8,护肤品,眼霜
375,D25098,2019-08-30,S19309,南区,广东,深圳市,X075,1532,126.0,193032.0,2019,8,护肤品,防晒霜
376,D26027,2019-03-28,S17750,东区,江苏,苏州市,X011,861,226.0,194586.0,2019,3,护肤品,面膜
377,D24806,2019-06-21,S18395,西区,陕西,西安市,X067,411,212.0,87132.0,2019,6,护肤品,隔离霜
378,D32656,2019-09-27,S13281,南区,湖南,长沙市,X061,669,203.0,135807.0,2019,9,护肤品,隔离霜
379,D21075,2019-09-09,S18595,西区,重庆,重庆市,X054,810,83.0,67230.0,2019,9,护肤品,爽肤水
380,D33111,2019-06-01,S17150,南区,江西,景德镇市,X076,1824,115.0,209760.0,2019,6,护肤品,防晒霜
381,D28813,2019-09-30,S19980,南区,江西,九江市,X021,149,59.0,8791.0,2019,9,护肤品,眼霜
382,D21993,2019-06-07,S22813,西区,四川,成都市,X013,844,164.0,138416.0,2019,6,护肤品,面膜
383,D26851,2019-07-24,S16650,西区,四川,达州市,X005,750,185.0,138750.0,2019,7,护肤品,面膜
384,D32205,2019-02-23,S19682,东区,江苏,盐城市,X004,464,211.0,97904.0,2019,2,护肤品,面膜
385,D21557,2019-04-28,S16637,东区,江苏,无锡市,X051,1320,203.0,267960.0,2019,4,护肤品,爽肤水
386,D30345,2019-07-31,S17140,西区,四川,内江市,X051,1824,203.0,370272.0,2019,7,护肤品,爽肤水
387,D26729,2019-08-15,S14278,南区,福建,厦门市,X048,1444,61.0,88084.0,2019,8,护肤品,爽肤水
388,D24491,2019-04-06,S10141,东区,江苏,苏州市,X089,108,104.0,11232.0,2019,4,彩妆,粉底
389,D23284,2019-06-08,S11871,西区,云南,昆明市,X047,1003,192.0,192576.0,2019,6,护肤品,爽肤水
390,D23955,2019-05-14,S15417,东区,浙江,嘉兴市,X104,488,185.0,90280.0,2019,5,彩妆,睫毛膏
391,D26145,2019-03-30,S10860,南区,福建,泉州市,X034,1713,182.0,311766.0,2019,3,护肤品,面霜
392,D22987,2019-07-26,S10580,东区,安徽,宿州市,X041,2036,212.0,431632.0,2019,7,护肤品,洁面乳
393,D21252,2019-07-29,S19686,南区,福建,三明市,X061,1093,203.0,221879.0,2019,7,护肤品,隔离霜
394,D28155,2019-06-22,S20442,南区,广东,江门市,X062,354,239.0,84606.0,2019,6,护肤品,隔离霜
395,D30900,2019-08-22,S11104,北区,辽宁,抚顺市,X048,672,61.0,40992.0,2019,8,护肤品,爽肤水
396,D21407,2019-08-10,S10607,南区,广东,东莞市,X089,1386,104.0,144144.0,2019,8,彩妆,粉底
397,D22421,2019-06-16,S17452,东区,安徽,合肥市,X079,828,128.0,105984.0,2019,6,彩妆,口红
398,D21821,2019-04-15,S18111,东区,上海,上海市,X050,702,143.0,100386.0,2019,4,护肤品,爽肤水
399,D31929,2019-01-11,S17044,东区,江苏,扬州市,X060,1359,102.0,138618.0,2019,1,护肤品,隔离霜
400,D21880,2019-05-05,S21358,东区,浙江,杭州市,X007,995,213.0,211935.0,2019,5,护肤品,面膜
401,D23084,2019-09-30,S18445,北区,河北,沧州市,X079,1807,128.0,231296.0,2019,9,彩妆,口红
402,D25341,2019-04-01,S11282,东区,浙江,温州市,X048,777,61.0,47397.0,2019,4,护肤品,爽肤水
403,D21769,2019-03-18,S10469,东区,安徽,淮南市,X102,1762,160.0,281920.0,2019,3,彩妆,睫毛膏
404,D26495,2019-08-08,S19426,南区,福建,福州市,X107,1141,182.0,207662.0,2019,8,彩妆,睫毛膏
405,D23673,2019-08-15,S13287,西区,重庆,重庆市,X061,665,203.0,134995.0,2019,8,护肤品,隔离霜
406,D28866,2019-03-11,S19686,南区,福建,三明市,X040,1496,142.0,212432.0,2019,3,护肤品,面霜
407,D31143,2019-07-07,S21325,西区,云南,昆明市,X009,2258,92.0,207736.0,2019,7,护肤品,面膜
408,D27596,2019-07-31,S10158,东区,江苏,徐州市,X105,1008,95.0,95760.0,2019,7,彩妆,睫毛膏
409,D25369,2019-04-18,S21335,南区,湖南,衡阳市,X038,524,102.0,53448.0,2019,4,护肤品,面霜
410,D28786,2019-05-18,S22825,北区,北京,北京市,X022,397,158.0,62726.0,2019,5,护肤品,眼霜
411,D30230,2019-08-10,S15071,西区,四川,眉山市,X015,975,151.0,147225.0,2019,8,护肤品,面膜
412,D25438,2019-02-18,S18552,东区,江苏,苏州市,X051,457,203.0,92771.0,2019,2,护肤品,爽肤水
413,D31745,2019-07-12,S17720,东区,湖北,黄冈市,X003,981,168.0,164808.0,2019,7,护肤品,面膜
414,D31283,2019-06-29,S16115,东区,安徽,安庆市,X008,636,119.0,75684.0,2019,6,护肤品,面膜
415,D27564,2019-05-24,S21656,南区,广东,中山市,X073,1347,209.0,281523.0,2019,5,护肤品,防晒霜
416,D21673,2019-09-10,S10996,东区,浙江,宁波市,X088,650,125.0,81250.0,2019,9,彩妆,粉底
417,D22978,2019-07-03,S22562,南区,广东,汕头市,X014,361,86.0,31046.0,2019,7,护肤品,面膜
418,D32617,2019-01-09,S20663,东区,江苏,镇江市,X030,1317,237.0,312129.0,2019,1,护肤品,面霜
419,D21369,2019-05-03,S10915,东区,安徽,六安市,X066,682,113.0,77066.0,2019,5,护肤品,隔离霜
420,D30369,2019-07-18,S17015,南区,广东,东莞市,X059,1170,56.0,65520.0,2019,7,护肤品,隔离霜
421,D23804,2019-06-21,S15103,东区,浙江,湖州市,X041,1380,212.0,292560.0,2019,6,护肤品,洁面乳
422,D24647,2019-02-25,S13244,东区,安徽,黄山市,X095,227,107.0,24289.0,2019,2,彩妆,眼影
423,D24868,2019-02-26,S12572,南区,广东,深圳市,X005,626,185.0,115810.0,2019,2,护肤品,面膜
424,D29394,2019-08-29,S16806,南区,江西,景德镇市,X051,663,203.0,134589.0,2019,8,护肤品,爽肤水
425,D24789,2019-09-05,S13654,东区,浙江,宁波市,X009,1484,92.0,136528.0,2019,9,护肤品,面膜
426,D34110,2019-05-11,S20547,北区,山西,运城市,X068,701,225.0,157725.0,2019,5,护肤品,防晒霜
427,D33044,2019-05-05,S21258,南区,广东,惠州市,X039,440,108.0,47520.0,2019,5,护肤品,面霜
428,D22294,2019-06-19,S12523,东区,安徽,淮北市,X065,817,140.0,114380.0,2019,6,护肤品,隔离霜
429,D24179,2019-03-24,S12719,南区,广东,广州市,X018,605,212.0,128260.0,2019,3,护肤品,眼霜
430,D33425,2019-07-01,S14319,北区,山东,临沂市,X072,219,62.0,13578.0,2019,7,护肤品,防晒霜
431,D25039,2019-09-24,S14503,东区,江苏,常州市,X095,2100,107.0,224700.0,2019,9,彩妆,眼影
432,D33029,2019-07-27,S11371,西区,贵州,贵阳市,X038,541,102.0,55182.0,2019,7,护肤品,面霜
433,D25055,2019-07-07,S18978,东区,浙江,杭州市,X070,1335,242.0,323070.0,2019,7,护肤品,防晒霜
434,D31243,2019-04-15,S19238,东区,浙江,杭州市,X027,390,164.0,63960.0,2019,4,护肤品,面霜
435,D27535,2019-05-25,S14911,东区,江苏,泰州市,X055,966,222.0,214452.0,2019,5,护肤品,爽肤水
436,D30473,2019-09-26,S19395,东区,江苏,苏州市,X094,513,94.0,48222.0,2019,9,彩妆,粉底
437,D27914,2019-08-21,S21940,东区,湖北,湖北省直辖,X062,2194,239.0,524366.0,2019,8,护肤品,隔离霜
438,D24054,2019-04-04,S22214,北区,黑龙江,佳木斯市,X023,628,235.0,147580.0,2019,4,护肤品,眼霜
439,D25276,2019-08-02,S17515,西区,陕西,西安市,X005,1119,185.0,207015.0,2019,8,护肤品,面膜
440,D31313,2019-05-16,S22796,东区,浙江,台州市,X079,486,128.0,62208.0,2019,5,彩妆,口红
